date_of_operation,restaurant_type,branch_identifier,state_of_operation,region_of_operation,number_of_customers
11-01-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
12-01-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
1-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
01-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
02-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
05-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
06-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
07-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
08-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
09-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
10-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
11-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
12-02-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
2-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
2-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
2-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
2-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
2-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
2-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
01-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
05-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
06-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
07-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
08-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
09-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
10-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
11-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
12-03-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
3-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
3-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
3-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
3-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
3-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
3-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
3-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
3-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
3-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
3-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
3-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
3-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
3-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
3-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
3-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
3-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
3-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
3-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
3-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
01-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
02-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
04-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
05-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
06-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
07-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
08-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
09-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
10-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
11-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
12-04-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
4-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
4-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
4-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
4-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
4-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
4-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
4-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
4-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
4-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
4-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
4-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
4-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
4-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
4-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
4-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
4-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
4-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
4-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
01-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
02-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
03-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
04-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
05-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
06-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
07-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
08-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
09-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
10-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
11-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
12-05-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
5-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
5-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
5-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
5-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
5-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
5-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
5-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
5-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
5-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
5-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
5-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
5-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
5-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
5-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
5-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
5-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
5-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
5-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
5-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
01-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
02-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
03-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
04-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
05-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
06-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
07-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
08-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
09-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
10-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
11-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
12-06-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
6-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
6-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
6-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
6-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
6-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
6-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
6-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
6-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
6-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
6-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
6-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
6-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
6-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
6-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
6-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
6-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
6-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
6-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
01-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
02-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
03-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
04-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
05-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
06-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
07-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
08-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
09-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
10-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
11-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
12-07-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
7-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
7-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
7-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
7-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
7-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
7-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
7-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
7-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
7-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
7-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
7-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
7-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
7-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
7-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
7-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
7-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
7-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
7-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
7-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,21
01-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
02-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
04-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
05-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
06-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,23
07-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
08-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
09-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
10-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
11-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,21
12-08-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
8-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
8-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
8-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
8-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
8-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
8-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
8-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
8-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
8-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
8-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
8-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
8-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
8-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
8-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
8-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
8-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
8-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
8-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
8-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,22
01-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
02-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
04-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
05-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
06-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
07-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
08-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
09-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
10-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
11-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
12-09-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
9-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
9-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
9-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
9-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
9-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
9-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
9-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
9-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
9-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
9-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
9-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
9-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,18
9-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
9-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
9-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
9-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
9-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
9-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
01-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
02-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
04-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
05-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
06-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
07-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
08-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
09-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
10-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
11-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
12-10-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
10-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
10-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,2
10-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
10-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
10-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
10-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
10-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
10-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
10-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
10-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
10-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
10-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
10-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
10-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
10-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
10-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
10-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
10-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
10-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,59
01-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
02-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,26
04-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,26
05-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,29
06-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
07-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,25
08-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
09-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,18
10-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
11-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,4
12-11-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
11-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
11-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
11-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
11-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
11-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
11-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
11-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
11-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
11-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
11-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
11-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
11-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
11-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
11-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
11-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,12
11-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,14
11-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
11-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
01-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
02-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
03-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
04-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
05-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
06-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
07-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
08-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
09-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,1
10-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
11-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
12-12-2018,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
12-13-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,7
12-14-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
12-15-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
12-16-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
12-17-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
12-18-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,6
12-19-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
12-20-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
12-21-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,9
12-22-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
12-23-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,3
12-24-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
12-25-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,11
12-26-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
12-27-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,10
12-28-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
12-29-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,18
12-30-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
12-31-18,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,50
01-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
02-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,19
03-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
04-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,21
05-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
06-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,0
07-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,21
08-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,18
09-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,29
10-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,17
11-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
12-01-2019,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,23
1-13-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,18
1-14-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,23
1-15-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,16
1-16-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,8
1-17-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,13
1-18-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
1-19-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,15
1-20-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,5
1-21-19,eat-in,branch_num_43.0,TAMIL NADU,SOUTH,20
